period,val_auc,val_recall,val_accuracy,unseen_auc,unseen_recall,unseen_accuracy,number of files
39.0,0.8843250436764354,0.8139361437653159,0.7838306271450245,0.670315259023329,0.4686094538779256,0.6654789256740192,175403.0
40.0,0.872179541838758,0.8133557611438184,0.7664202071760997,0.7182362710692083,0.5829839525805985,0.7834685598377282,179452.0
41.0,0.8778483733477849,0.8460354394129228,0.7462738240019885,0.7021074661874716,0.4525909190292252,0.8168474723950798,185927.0
42.0,0.8897344893504155,0.824852199775126,0.7868765836346313,0.8226843474419622,0.5260055837038569,0.8423316997678617,193850.0
43.0,0.9094435855356792,0.8607003044802087,0.8130338439089889,0.8541212310064565,0.5648674899403358,0.8476234190126479,196080.0
44.0,0.9021819187634136,0.8205540355677154,0.8163519778589321,0.8482740308247659,0.7463525780015435,0.8018598485217714,205178.0
45.0,0.9099485931999844,0.8418992511912866,0.8239269226299684,0.8256857845154197,0.6215325460038451,0.8127011983634136,192596.0
46.0,0.9193357024096686,0.8503971276248504,0.8280333436245755,0.7757950665947824,0.6395335276967931,0.7919799201314923,168527.0
47.0,0.9164733744300192,0.8483205408069854,0.8395286124535967,0.6494673370566724,0.3636893203883495,0.6423798099775754,178821.0
48.0,0.923104945852642,0.854460922787194,0.8463154111001082,0.712375194206489,0.5294493726524414,0.7015178955937963,169511.0
49.0,0.92321865625118,0.8500790036248722,0.8434631354909806,0.8323938961497066,0.7591776798825257,0.7500229096574025,152774.0
50.0,0.927878651817474,0.8687911280355413,0.8401361054067423,0.4682667255728938,0.2034668940039784,0.6750862826196717,144583.0
51.0,0.9146993870795976,0.8657033010738433,0.8206497340119109,0.528280659857734,0.4838120537937905,0.5393617521267096,148939.0
52.0,0.9126092419965776,0.8325551391534066,0.8337839353126596,0.7351760195706672,0.611932982800107,0.7162403881060031,151505.0
53.0,0.9142196095343008,0.8353159961035511,0.8429528101668259,0.4001294536385116,0.359629537749111,0.6681988521377179,156639.0
54.0,0.919570503869808,0.8569117789783572,0.8269044279356503,0.5275929951447778,0.4096660258416417,0.5892881903625062,165873.0
55.0,0.9167136899012538,0.8547971474800743,0.8185883978981132,0.7550425829037317,0.5686503719447397,0.7140585511263091,200611.0
56.0,0.917178638575414,0.8420263869189392,0.8275394772721639,0.5557812342398771,0.1906234212387592,0.7139203265392668,226374.0
57.0,0.912911388841352,0.8354371092011896,0.8307452587947548,0.7000444781752158,0.6813067682390859,0.5748887384893046,292554.0
58.0,0.9183304653435016,0.8569564255695643,0.8232743164124683,0.7716360455962055,0.2115752261537311,0.6979621164635917,327055.0
59.0,0.935975354574602,0.8334788198136714,0.8741691670781268,0.6068365300745759,0.3753093633988725,0.7027899145668359,384277.0
60.0,0.9406265314006124,0.84826660326961,0.8794822463713657,0.5941199854458662,0.384242344807248,0.6618235225002937,425550.0
61.0,0.9304833671248232,0.850062827999113,0.8577415504216709,0.7239738450174344,0.5946812196812197,0.747928453294037,477059.0
62.0,0.9305580245278005,0.8351875415883541,0.8584181329212442,0.7997590062428174,0.3858019219176625,0.8459915733302621,520965.0
63.0,0.9412350925663882,0.8756285785411999,0.8575531625649856,0.9075664851067772,0.5565007595389152,0.9198530209895354,497486.0
64.0,0.941199683931486,0.8871975383467761,0.8435825667301831,0.8364730267614658,0.6052607032926033,0.8565842850393445,491048.0
65.0,0.94617932830554,0.9152771888549972,0.8360241854849899,0.9199922271193484,0.8425259792166268,0.8390093076223256,471549.0
66.0,0.936526324493532,0.9104875206223796,0.8114451773093916,0.6175062216725897,0.492011171778678,0.7682152129481301,380163.0
12,0.9292338388006203,0.8538339166401527,0.8372183031600781,0.7834514903351353,0.5142728500675371,0.7737114736463782,397877
13,0.9334870159954131,0.8484109995060102,0.8494184428840253,0.8833426940057928,0.7981401465339094,0.8108610177575695,318681
14,0.9269728898763873,0.8043337179117392,0.8627846509164729,0.7951350841279274,0.5440983298930381,0.8154548482532965,306234
15,0.9265415857171266,0.8437523665278304,0.8282747551630737,0.743976219907356,0.5871934604904632,0.7579705301333192,302207
16,0.9155595936601688,0.8747141880583645,0.7722206393853579,0.8007465291029023,0.6393653861641299,0.740903709025117,300672
17,0.8990862124110159,0.8788808771825278,0.743905297702766,0.8569249368433728,0.9396210526315789,0.6592862205704871,261005
18,0.8868823202629835,0.8858598956605651,0.731135907057467,0.7893237990792499,0.817035023844931,0.6025221451324344,229170
19,0.9013977177795707,0.8843200675010547,0.7559487348631202,0.6779402851244865,0.7177616867213289,0.5742862020213516,228461
20,0.8879187762637809,0.900193485972267,0.723169811801177,0.4984807488251798,0.5119812533071283,0.4624863285291398,236807
21,0.8992202758079293,0.8984225621414914,0.7335843542027345,0.7165272984944513,0.6273432835820896,0.6277914490424534,238944
22,0.8972725832791206,0.8942548549573087,0.7292947447968792,0.7786138254227615,0.5351295603970607,0.8085653644903019,237935
23,0.8913180150539997,0.8919530595138306,0.7216331872505756,0.7594749123836215,0.6991552956465237,0.7695190718751597,234796
24,0.8944108916324943,0.8915803216756021,0.7290688266978297,0.7795535648806416,0.6514414077124673,0.7324328288667622,231796
25,0.8955883217074001,0.8760795676157576,0.7594479561251003,0.8148198342035341,0.7513416815742398,0.7312722777969415,208728
26,0.8973602376678762,0.8765955120671277,0.7617785462264763,0.5656376108581368,0.5276423322573999,0.7447802698760029,219360
27,0.8891747815186728,0.8602044619562323,0.7606485444474935,0.6508957699755848,0.5142795883361921,0.7633881956313067,213565
28,0.8912458723797074,0.8532136583487739,0.7571975616280215,0.7744445255293115,0.7687507290330106,0.6644689046372322,218859
29,0.893450811193036,0.8446888160973327,0.7813039513986232,0.8164287090857576,0.7690419464298607,0.7064233484048096,220726
30,0.8887844016543117,0.8358005273627238,0.7823450580843705,0.6698397417546328,0.44836394599197177,0.6865844695914949,219067
31,0.8965524005096679,0.8621111869834468,0.7826569077504832,0.8437381888074144,0.8319113963681903,0.7488592325492783,215206
32,0.8982533247737823,0.8458594687620299,0.7900713408156119,0.7364499106657456,0.8098564221963523,0.6167673769570128,197431
33,0.8974347657255,0.8459812559889686,0.7951676243479937,0.6992081839635476,0.22294759434805939,0.7944653206104362,182558
34,0.8969116600597089,0.8349537637196439,0.7925283881558198,0.7247061078735175,0.7460961514816181,0.6263499856398919,184539
35,0.8904026330026412,0.827766416723472,0.7879269560737476,0.8370472624797793,0.8460474473970995,0.7000056851364691,193487
36,0.8890698892664033,0.82632851183282,0.7782785779404181,0.7551730132586604,0.6630569473627499,0.7080794971626333,196485
37,0.892258948248881,0.8258396380498245,0.7857095431115314,0.7819266415597619,0.7506666666666667,0.7359455787729346,200951
38,0.8895444214495563,0.8235715729696947,0.7853057139932972,0.7583071109075672,0.7159069995705785,0.7148213882676406,194948
39,0.8909888655514708,0.8152165985997666,0.7881947179123677,0.8454834653301746,0.7816105214582372,0.7771355069859968,192027
40,0.8862392615064123,0.808010946168841,0.7976794118572155,0.8458121680410815,0.7361865803773124,0.8057478593550738,197604
41,0.8826235106597238,0.8007524454477051,0.7942240437706052,0.8607615407659505,0.761866846328168,0.830295110085608,195893
42,0.8824223897545472,0.8034734747763997,0.8009464196209933,0.8434370147200827,0.7011566114410753,0.8529455962693476,206291
43,0.8849105891957074,0.7870199563977863,0.8149129132695914,0.8094613451974811,0.4496802055431039,0.8308571158794231,211815
44,0.8783634774253593,0.7837347887296782,0.8139362591502579,0.7141050205396261,0.35030531609195403,0.7521843085319135,225014
45,0.8821677385453666,0.7908507893139041,0.8101487563885301,0.8007758786717127,0.19314314524599807,0.8595267852623628,256839
46,0.8798159825730982,0.7808265646495675,0.8234045741350611,0.6040495523309826,0.2637107474568775,0.861619677955418,558432
47,0.8866545575542875,0.7875894542125227,0.8338744810565314,0.7099305319659538,0.2330690237878591,0.9177569756975698,555500
48,0.8812599369691,0.7820859516351822,0.8268889028134595,0.6181760579602849,0.19643559903300162,0.8877922955951734,272156
49,0.8856379680722282,0.7881930204854805,0.819783612529809,0.85750102826563,0.6776026132651612,0.8825403451723115,273081
50,0.8878165602701888,0.7643545432826312,0.8379997604503533,0.8492560453232276,0.6306394424746301,0.8939851092925829,276414
51,0.8832845673694658,0.7674751540552317,0.8280688954443466,0.8183148663052254,0.4985553772070626,0.9222762283897015,266019
52,0.8845482619843901,0.7660333325994584,0.8268161347730797,0.8343539964128197,0.5319251080172828,0.9192789042516287,262323
53,0.8898664643683354,0.7749716767371602,0.832597520071465,0.8592791258939879,0.5559643687064292,0.9206033514395187,259948
54,0.889087754830841,0.7871743689516638,0.8296576662494288,0.9048568319143913,0.4147556293452319,0.8906784239497973,264687
55,0.8981298502490975,0.8053281385737225,0.8232917679187709,0.7593054705471382,0.3334101648035035,0.8565020135596676,255021
56,0.8907439109695623,0.7807660961695192,0.8172960158220407,0.8551025073803935,0.6729344099104081,0.8464550738245752,274773
57,0.8912470776008414,0.8019110096976612,0.7952021563913503,0.856340211741868,0.5909363146336594,0.8951115494411933,259571
58,0.8992769382720578,0.8078189842566366,0.8161224883057592,0.8899001885462342,0.7023486901535682,0.8800197836924599,228471
3,0.940659737084515,0.9554677680014365,0.8014534700811679,0.7719548109350832,0.9491984646647099,0.41390330864015074,54131
4,0.9412921088519979,0.9337158686189158,0.832507137479937,0.6396737450833343,0.5260937153009105,0.6643513655462185,76160
5,0.919261449523606,0.8620557890714559,0.8274071866618568,0.7311265222213429,0.38407218517065517,0.8243319287939719,72859
6,0.9176323099922592,0.872699677480554,0.831830353626841,0.6995360216210256,0.8547244774572466,0.5868436888822025,53176
7,0.9316338805030483,0.8526109427909464,0.8526973827375418,0.7367624821418359,0.6188694929343308,0.7093649184256614,108490
8,0.9316782360342604,0.8908933217692975,0.8346977759585209,0.8763155029243025,0.6722607713409714,0.8025363151227133,152347
9,0.9549677606175928,0.9136939010356732,0.8785157444206665,0.4790224273229121,0.542617882516738,0.6159404173605498,184349
10,0.9567169707093379,0.9206886819079876,0.8633476194326891,0.32400775096202566,0.06793437891296504,0.28505901827013813,129282
11,0.9680629956161038,0.9290856067038281,0.8716339757071119,0.3430725890231654,0.21967061006726976,0.41985961461081056,134202
12,0.9572144572161404,0.9051862617608812,0.8664332478853866,0.8237798792296563,0.06674586888432876,0.9194077793830918,142582
13,0.9755407786040411,0.8998153846153846,0.9113547484657742,0.614760721507596,0.3486639260020555,0.691043771043771,59400
14,0.9564255210791133,0.9427992518703242,0.8166004330961616,0.6011112881432459,0.6601294744859101,0.4643421273735507,59510
15,0.935785270016132,0.881370698417308,0.8348400715891882,0.7110601516859942,0.675752508361204,0.648589193513199,55004
16,0.9167038493196478,0.8007252348772046,0.8618183490880655,0.7204668732194248,0.45484949832775917,0.7882405432464197,91892
17,0.9015489754841107,0.7805441055234955,0.852408821363513,0.7761990464568118,0.7542348955392434,0.773647105992939,89789
18,0.8976122566096665,0.8028790786948177,0.8263874805651321,0.7413107640694476,0.6391866913123845,0.7438143159806295,52864
19,0.9018106965320668,0.8334320110519045,0.8209151218513907,0.6170040229101409,0.30742447516641064,0.6351982202122616,54838
20,0.8921862109887988,0.8761904761904762,0.7608611994409901,0.6714895928695677,0.9206887014244226,0.46288775431267887,51708
21,0.8532585332952577,0.8256174922391686,0.7191679421875392,0.41703655211959034,0.4488699225541331,0.41105482896779083,83113
22,0.8911697295446162,0.7822125813449023,0.8053569545502478,0.734871120398219,0.5121811735102367,0.8028065742422362,88649
23,0.9164776781367163,0.773340769659788,0.8554091787785494,0.7856482736844697,0.5396405919661733,0.8046472007950405,63393
24,0.922371494803175,0.8287529346775308,0.8516559220262294,0.7629046447711099,0.6032471437161756,0.7186574329431472,48951
25,0.9310663566549197,0.8734773428617834,0.8360166371470079,0.6623368483842851,0.5624821886577372,0.6652261692222983,59933
26,0.9170115118258598,0.8824866310160427,0.8314371952635244,0.6722494546625448,0.3981906848540533,0.6969116879292111,74701
27,0.9113692312048028,0.855013698630137,0.8302285552432621,0.7649946281726578,0.5226724553786782,0.7670456605004652,82763
28,0.9166023853294766,0.851220953131154,0.8527690892364306,0.5141939827271265,0.29632448063313294,0.6917898143624817,65504
29,0.9238546081922892,0.8697140555779299,0.8492519105880665,0.7489360068334538,0.7130788320397065,0.7107386918320859,61460
30,0.9328492519087703,0.871967654986523,0.8590936832468722,0.7220959077921427,0.6705825065433075,0.6554314262915033,57646
31,0.930442339818709,0.8624556774140348,0.8549390072151323,0.7822734528487397,0.6969747432694976,0.7299381927772386,58731
32,0.9014888662385121,0.7898995953843848,0.8354700854700855,0.6764006664227351,0.450616328846253,0.759526248063237,76158
33,0.9115246605045684,0.822261851686729,0.8422528773839697,0.7108301962010964,0.5831700877267695,0.7092997891369156,82518
34,0.9063087041062012,0.8179228390037441,0.8393435384162496,0.6905494202632513,0.38553455143200355,0.7205203224048418,69726
35,0.9111227691146518,0.8289170997699582,0.8329626451375632,0.7271974506086556,0.5785166240409207,0.7114722234132259,69969
36,0.9104700241981265,0.8087037037037037,0.8548439356301977,0.8169572429922791,0.7883431085043988,0.7327193302768423,73941
37,0.9190028223270704,0.8210927798474366,0.8601733790185174,0.7780419382999174,0.5671892497200448,0.790711322742854,74973
38,0.9250680326730196,0.828556310080254,0.8670711427057254,0.6120237683112463,0.40085015940488844,0.6545159615883727,77060
39,0.9118079682984136,0.8428401934836178,0.8148829964243991,0.6633524086032719,0.39746995572422517,0.6887956938109341,92518
40,0.9182772244966603,0.8111304347826087,0.8486047957080702,0.5288267378334535,0.30806351183063513,0.6509276461674129,116801
41,0.9088387464439107,0.8739958182018268,0.7585445911027306,0.6655464190878198,0.3204651720417216,0.8340119132065571,102911
42,0.9258793133938193,0.858712715855573,0.8158933101027441,0.824360578655438,0.6503657262277952,0.800679107293148,68914
43,0.9155307015382235,0.8931623931623932,0.7667031611624652,0.8345299416506137,0.8015580155801558,0.7944056672570059,76792
44,0.9350724524349376,0.8162190626645603,0.8776928646126619,0.8459786429231454,0.5695625759416768,0.8402424815521521,59221
45,0.936772855119231,0.9104847801578354,0.8103919425359151,0.803656799140972,0.9044186046511627,0.596267803305957,38476
46,0.928235192022081,0.8941629249518922,0.8147307612956468,0.7034637844439052,0.5127894918769443,0.7410636982065554,48510
47,0.9177499224302259,0.909118086696562,0.7729262420660976,0.7640105729529245,0.5182490182490183,0.7964226467597795,74748
48,0.914178034714572,0.8649167733674776,0.8146114655982589,0.8969643698188927,0.767384916748286,0.8478564236632457,56611
49,0.9310537169982852,0.9276770293609672,0.7951876890233055,0.7852488024747428,0.7649308620182407,0.6474178552227949,31621
50,0.9258851570145049,0.9333333333333333,0.7852006381151061,0.7877546406163805,0.8416289592760181,0.6093727827444303,28188
51,0.9348938373640261,0.9144523655217109,0.8181412128500257,0.8996369070789605,0.9566232899566233,0.7294818559306734,27695
52,0.9203403170337421,0.8498877665544332,0.8374931431705979,0.7552678642893866,0.7706919945725916,0.6727326285471148,30553
53,0.9017537986012849,0.8351648351648352,0.8052663242167616,0.7209721255742146,0.5314091680814941,0.7395686969271184,32738
54,0.9100474256384816,0.8238943366019612,0.8327691563722689,0.6593118413626402,0.565662578878438,0.6123033815194548,31406
55,0.9006205847270429,0.8077884958913898,0.8103907074973601,0.6038326449661895,0.5349002007794968,0.5976387249114522,42350
56,0.8998785508316762,0.8104280155642023,0.8270357572115384,0.597464531278914,0.4204273162939297,0.7250714425950568,45841
57,0.8962550140638708,0.8058324654069335,0.8235785953177257,0.6003716272694722,0.38791867037880706,0.613099114352696,61424
58,0.8992651164547057,0.8432225738396625,0.8039781841514276,0.738716853255889,0.5538361296628115,0.8013353091024126,60061
59,0.9167968415242174,0.8671808054841473,0.8192292981449608,0.6196817611237225,0.3979591836734694,0.6584003869322429,45486
60,0.8999018261775542,0.8718022009432614,0.7910308315166614,0.6052855680878348,0.6147446267621909,0.6077515419145286,54802
61,0.9157162198129346,0.860254962078425,0.8283027339852325,0.7790567143429101,0.5713606541789483,0.7299168268331264,58793
62,0.9147339192984092,0.8304991771804717,0.836388323150034,0.5551016290206185,0.3752184656180317,0.6347446496175538,51772
63,0.9054910086316601,0.8511352197740745,0.8092980504087852,0.47948741598866823,0.5283212222843302,0.3937544661997999,69970
64,0.8918680225817633,0.821900433357996,0.7885186334027562,0.4402064562279251,0.30027051397655546,0.6184641135176997,80058
65,0.9034864451941944,0.8754561506768688,0.7972646184340931,0.553155303997289,0.17488006977758394,0.7288825986399254,57938
66,0.918556282702693,0.8558734939759036,0.8260116941067857,0.5728558784226514,0.5001822821728035,0.6561452045606975,47712
67,0.9099056811257838,0.8412162162162162,0.8121997975316088,0.668707113902605,0.5744351593933766,0.6744350878377238,59257
68,0.9306436157285756,0.8600638051044084,0.837072792102263,0.7777396634773246,0.6138174019607843,0.6977337848398021,57585
69,0.940557852253614,0.8580593424218124,0.8656505991881184,0.8337680552751339,0.6740681998413958,0.8468802161990303,62905
70,0.9456861932717762,0.8687411598302688,0.8681709949484835,0.42821436842152305,0.14889714527583126,0.6456578018357261,63735
71,0.9334966400001232,0.860185690879301,0.8571986885815402,0.7620941305544662,0.7666237241105937,0.7020236680447919,59743
72,0.9333286332267565,0.8746640119462419,0.8532706670100437,0.693573926383248,0.4493409665823459,0.7086237462661195,41177
73,0.9235178048566048,0.8478797859201317,0.8459333398114858,0.6581925278382067,0.4691373025516403,0.7020067177676341,46444
74,0.9263155652548811,0.8391142768659028,0.8511441057517439,0.5551866761401567,0.37060293025454055,0.5727286856511302,57907
75,0.8869480153176723,0.7651217596229379,0.8341487548787863,0.7557423602753849,0.6962739932254423,0.6497890873233264,73016
76,0.9174015461529806,0.8468979749774281,0.824342609715394,0.8082308189043137,0.6856292665849816,0.7804780385634202,64932
77,0.9324914761106992,0.8635597978663672,0.8377991994118128,0.8208364320420674,0.6308900523560209,0.8057190565643916,47910
78,0.9402682588666755,0.8891050583657587,0.8506617884429141,0.8130681889355371,0.8306244653550042,0.5996107572540693,33912
79,0.950669113990896,0.8991104361032762,0.8669355937747009,0.7425941378591172,0.7012818432581535,0.6747607023313171,34058
80,0.9329046724152752,0.841135352679517,0.8616845012081463,0.6958905700960817,0.6854157201272149,0.6236190918412754,51687
81,0.8932581005267001,0.8058404310794368,0.8010362694300518,0.7677872130104816,0.3723543245361902,0.7723787514730415,65341
82,0.9186964674626263,0.8267243786651773,0.8322037488086413,0.7305195694854016,0.5833259186760388,0.7018552773758723,54601
83,0.9280814164142378,0.8496026568615822,0.8378857089587023,0.7506385505721727,0.5483870967741935,0.714830117533796,49858
84,0.9415597692779263,0.8448466937569264,0.8728857479387515,0.5227516595497181,0.39495543563936214,0.5345112262034123,70861
85,0.9439042138026182,0.8356091316407084,0.8937257586128222,0.7838879670868437,0.6835373777443403,0.7731091305635586,74278
86,0.9170562979110493,0.7425636007827788,0.8838358974358974,0.6011764626887046,0.3107378269189879,0.7514281902313001,82447
87,0.934682404417682,0.7877279051036099,0.8794839798231893,0.47205443066079467,0.3184384774749157,0.5713453378185256,90966
88,0.896302383473516,0.7684854665986741,0.826478045314342,0.6664401526932328,0.6205175080860639,0.5618525348291609,103577
89,0.8990013338483408,0.8115337738148695,0.8127888170055453,0.845729417610659,0.6533302136952114,0.857232423761459,177043
90,0.9315201732430058,0.878358497870693,0.8279922925390486,0.45093568097168596,0.27496040596011506,0.6223594370830889,165353
91,0.9191812116763199,0.8765237731096217,0.8288607458697329,0.6976985808169841,0.6812996889042516,0.5215640859702306,146795
92,0.9264899921181339,0.8952422333260917,0.8329081424062535,0.7685844357237432,0.31959787014225544,0.8401213787871604,210910
93,0.9284291097670749,0.8767863300256695,0.8559094558941612,0.6453333965275563,0.23768213812628244,0.749536707746053,206673
94,0.9385894316680321,0.8917357819905213,0.8284347425493462,0.3282641147702141,0.37130060910068075,0.40059044642006847,178509
95,0.9309354489269255,0.8659910893683934,0.8317575139408011,0.49994519352153305,0.11709860143365582,0.6466490840246011,182756
